body,name
667,Gargish Refugee
667,Gargish Rouser
667,Gargish Warrior
667,Queen Zhah
668,Sword_Bloodblade
669,Boomerang
670,Sword_Broadsword
671,Sword_Dread
672,Glave_Cyclone
673,Dagger
674,Mace_Disk
675,Spear_Dual_Pointed
676,Staff_Glass
677,Staff_Serpentstone
678,Sword_Shortblade
679,H_M_Dragon_Arms
680,H_M_Dragon_Chest
681,H_M_Dragon_Gauntlests
682,H_M_Dragon_Helm
683,H_M_Dragon_Legs
684,H_F_Dragon_Arms
685,H_F_Dragon_Chest
686,H_F_Dragon_Helmet
687,H_F_Dragon_Legs
688,H_F_Dragon_Gauntlets
689,Time Lord
690,Sword_Talwar
691,Sword_Glass
692,AnimatedWeapon
692,Animated Weapon
692,Animated Weapon
692,Animated Weapon
693,Glave_Soul
696,Horns_Gargoyle_Male_Legacy
697,Horns_Gargoyle_Male_Legacy
698,Horns_Gargoyle_Male_Legacy
699,Horns_Gargoyle_Male_Legacy
704,?
705,Stone Form
707,Female gargoyle horns
708,Horns_Gargoyle_Female_Legacy
713,Abyssal_Infernal
713,Abyssal Infernal
714,Beetle_Iron
714,Iron Beetle
715,Boura
715,High Plains Boura
715,Lowland Boura
715,Ruddy Boura
716,ChickenLizard
716,Battle Chicken Lizard
716,Chicken Lizard
717,Clockwork_Scorpion
717,Clockwork Scorpion
718,Dragon_Faerie
718,Fairy Dragon
719,Dragon_Wolf
719,Dragon Wolf
720,Elemental_Lava
720,Lava Elemental
720,Triton
721,Flayer
721,Maddening Horror
722,Gargoyle_Undead
722,Effete Undead Gargoyle
722,Niporailem
722,Putrid Undead Gargoyle
722,Putrid Undead Guardian
722,Stone Monster
722,Undead Gargoyle
722,Undead Guardian
723,Green Goblin
723,Enslaved Green Goblin Alchemist
723,Gray Goblin
723,Gray Goblin Keeper
723,Gray Goblin Mage
723,Gray Goblin Mage Renowned
723,Green Goblin
723,Green Goblin Alchemist
723,Green Goblin Alchemist Renowned
723,Green Goblin Scout
723,Jaacar
723,Xenrr
724,Gremlin
724,Gremlin
725,Humunculous
726,Kepetch
726,Kepetch
726,Kepetch Ambusher
727,Kepetch_Shorn
728,Medusa
728,Medusa
729,Mimic
729,Mimic
730,Raptor
730,Raptor
730,Gargoyle Pet
730,Raptor
732,RotWorm
732,Rotworm
733,Skree
733,Skree
734,Slith
734,Slith
734,Stone Slith
734,Toxic Slith
734,Slith
734,Stone Slith
734,Toxic Slith
735,Spider_Female
735,Navrey
736,Spider_Male
736,Wolf Spider
737,Spider_TrapDoor
737,Trapdoor Spider
738,Trapdoor_Creature
738,Fire Ant
739,Wolf_Leather
739,Leather Wolf
739,Leather Wolf Fellow
740,Shadow Dweller
740,Dream Wraith
740,Shadow Dweller
740,Void Manifestation
741,Slasher of Veils
741,Slasher Of Veils
742,Tunnel Spirit Body
743,Tunnel Spirit Tentacle
745,battle surcoat
745,cloth ninja hood
745,cloth ninja jacket
745,elven plate
745,female chain substitution
745,hakama
745,hakama-shita
745,kamishimo
745,leather mogami-do
745,leather ninja belt
745,leather ninja hood
745,leather ninja jacket
745,leather ninja pants
745,obi
745,platemail mogami-do
745,studded mogami-do
745,tattsuke-hakama
752,Golem
752,Golem
752,Golem
753,Enslaved Gargoyle
753,Enslaved Gargoyle
753,Enslaved Gargoyle
754,Gargoyle Enforcer
754,Gargoyle Enforcer
754,Gargoyle Enforcer
755,Gargoyle Destroyer
755,Gargoyle Destroyer
755,Gargoyle Guardian
755,Gargoyle Destroyer
756,Exodus Overseer
756,Exodus Overseer
756,Relanord
756,Exodus Overseer
757,Exodus Minion
757,Exodus Minion
757,Exodus Minion
758,Base Vendor
758,Claim Rewards Entry
758,Glassblower
758,Bulk Order Info Entry
758,Glassblower
764,Juka Warrior
764,Juka Warrior
764,Juka Warrior
765,Juka Mage
765,Juka Mage
765,Juka Mage
766,Juka Lord
766,Juka Lord
766,Juka Lord
767,Betrayer
767,Betrayer
767,Betrayer
768,Juggernaut
768,Juggernaut
768,Juggernaut
769,Horns_Gargoyle_Female_Legacy
770,Meer Mage
770,Meer Mage
770,Meer Mage
771,Meer Warrior
771,Meer Warrior
771,Meer Warrior
772,Meer Eternal
772,Meer Eternal
772,Meer Eternal
773,Meer Captain
773,Meer Captain
773,Meer Captain
775,Plague Beast
775,Plague Beast Lord
775,Bulbous Putrification
775,Plague Beast
775,Plague Beast Lord
775,Viscera
775,Plague Beast
775,Plague Beast Lord
776,Horde Minion
776,Horde Minion Familiar
776,Betballem
776,Horde Minion
776,Horde Minion Familiar
776,Horde Minion
776,Horde Minion Familiar
777,Doppleganger
777,Doppleganger
777,Doppleganger
778,Gazer Larva
778,Gazer Larva
778,Gazer Larva
779,Bogling
779,Bogling
779,Bogling
780,Bog Thing
780,Harrower
780,Bog Thing
780,Harrower
780,Night Terror
780,Vasanord
780,Bog Thing
780,Spawn Entry
781,Red Solen Worker
781,Red Solen Worker
781,Red Solen Worker
782,Red Solen Infiltrator Warrior
782,Red Solen Warrior
782,Red Solen Infiltrator Warrior
782,Red Solen Warrior
782,Red Solen Infiltrator Warrior
782,Red Solen Warrior
783,Red Solen Infiltrator Queen
783,Red Solen Queen
783,Base Ambitious Solen Queen
783,Red Solen Infiltrator Queen
783,Red Solen Queen
783,Red Solen Infiltrator Queen
783,Red Solen Queen
784,Arcane Daemon
784,Crystal Daemon
784,Arcane Daemon
784,Crystal Daemon
784,Arcane Daemon
784,Crystal Daemon
785,Moloch
785,Moloch
785,Moloch
787,Ant Lion
787,Ant Lion
787,Ant Lion
788,Enigma
789,Quagmire
789,Quagmire
789,Quagmire
790,Sand Vortex
790,Sand Vortex
790,Sand Vortex
792,Chaos Daemon
792,Chaos Daemon
792,Chaos Daemon
794,Swamp Dragon
794,Swamp Dragon
794,Swamp Dragon
795,Horns_Gargoyle_Female_Legacy
799,Swamp Dragon
799,Swamp Dragon
799,Swamp Dragon
805,Black Solen Worker
805,Black Solen Worker
805,Black Solen Worker
806,Black Solen Infiltrator Warrior
806,Black Solen Warrior
806,Black Solen Infiltrator Warrior
806,Black Solen Warrior
806,Black Solen Infiltrator Warrior
806,Black Solen Warrior
807,Black Solen Infiltrator Queen
807,Black Solen Queen
807,Black Solen Infiltrator Queen
807,Black Solen Queen
807,Black Solen Infiltrator Queen
807,Black Solen Queen
808,Base Solen Matriarch
809,Ninja jacket Cloth Female
810,Ninja Jacket Leather Feamale
811,Shirt Doublet Female
816,Female Checkered Shirt
826,Stygian Dragon
826,Stygian Dragon
829,Rising Colosus
829,Enraged Colossus
829,Rising Colossus
830,Primevil Lich
830,Primeval Lich
831,Parrot Bird
831,Parrot
831,Parrot
831,Parrot
832,Phoenix Bird
832,Phoenix
843,Horns_Gargoyle_Male_Legacy
865,HUMAN Ankh Asset - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
866,H_M_WingedHelm
867,H_F_WingedHelm
868,Female Breastplate of Justice
869,Helm of Spirituality
870,Gorget of Honesty
871,Male Breastplate of Justice
872,Arms of Compassion
873,Gauntlets of Valor
874,Legs of Honor
875,Sollerets of Sacrifice
876,cloak of Humility
877,Book 01
878,Book 02
879,Book 03
880,Book 04
881,Book 05
882,Book 06
883,Book 07
884,Book 08
885,Gargoyle Ankh Asset - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
887,Quiver of Infinity
888,Dupres Shield
970,Corrupted Soul
970,Khaldun Revenant
970,Restless Soul
970,Corrupted Soul
970,Khaldun Revenant
970,Restless Soul
970,Corrupted Soul
970,Khaldun Revenant
970,Restless Soul
1026,Uber Turkey
1026,Giant Turkey
1027,WEAPON_Gargoyle_Bardich_2H
1028,WEAPON_Gargoyle_BattleAxe_2H
1029,WEAPON_Gargoyle_BoneHarvester_1H
1030,WEAPON_Gargoyle_ButchersKnife_1H
1032,WEAPON_Gargoyle_Cleaver_1H
1033,WEAPON_Gargoyle_Daisho_2H
1034,WEAPON_Gargoyle_Katana_1H
1035,WEAPON_Gargoyle_KrissKnife_1H
1036,WEAPON_Gargoyle_Lance_2H
1037,WEAPON_Gargoyle_Maul
1038,WEAPON_Gargoyle_NewGlave01_1H
1039,WEAPON_Gargoyle_NewGlave02_1H
1040,WEAPON_Gargoyle_Pike_2H
1041,WEAPON_Gargoyle_Scythe_2H
1042,WEAPON_Gargoyle_Staff_Gnarled_2H
1043,WEAPON_Gargoyle_Tekagi_2H
1044,WEAPON_Gargoyle_Tessen_2H_001044
1045,WEAPON_Gargoyle_WarFork_1H_001045
1046,WEAPON_Gargoyle_WarHammer_2H_001046
1047,WEAPON_Gargoyle_Axe_2H
1048,GARGOYLE Talons Leather Female
1049,GARGOYLE Talons Leather Male
1050,GARGOYLE Talons Plate Female
1051,GARGOYLE Talons Plate Male
1053,Gargoyle Belt
1054,Gargoyle Half Apron
1055,Armor_Cloth_Wings_Female
1056,Armor_Cloth_Wings_Male
1057,Armor_Leather_Wings_Female
1058,Armor_Leather_Wings_Male
1062,Human Barding Spellbook
1063,Gargoyle Female Glasses
1064,Gargoyle Male Glasses
1065,Gargoyle Female Sash
1066,Gargoyle Male Sash
1067,Gargoyle Barding Spellbook
1068,Scalis
1069,AncientHellHound
1070,Werewolf
1071,VirtueBane
1244,Water Spirit
1245,Water Spirit Tentacle
1246,Pumpkin 01
1246,Pumpkin Head
1247,Pumpkin 02
1248,Special Guest
1249,Human 15 Robe Male
1250,Human 15 Robe Female
1251,Gargoyle 15 Robe Male
1252,Gargoyle 15 Robe Female
1253,LBT
1257,Epaulets_G
1259,Epaulets
1261,Human Robe BG Male
1262,Human Robe BG Female
1263,Shield_Vice
1265,Shield_Virtue
1267,EQUIP_Shoes_Jester
1269,EQUIP_Hat_Chef
1271,EQUIP_Kilt01
1273,EQUIP_Kilt02
1275,EQUIP_Kilt03
1278,EQUIP_Dress_Red
1279,Shield_Vice_Gargoyle
1280,Shield_Virtue_Gargoyle
1284,EQUIP_Dress_Wed
1285,Dino_Dimetrosaur
1286,Dino_Gallusaurus
1287,Dino_Archaeosaurus
1288,Dragon_Turtle
1289,Dino_Najasaurus
1290,Dino_Allosaurus
1291,Dino_Saurosaurus
1292,Dino_Anchisaur
1293,Dino_Myrmidex
1294,Dragon_Turtle_Baby
1295,EQUIP_Chest_Tiger_H_M
1296,EQUIP_Chest_Tiger_H_F
1297,EQUIP_Pants_Long_Tiger_H
1298,EQUIP_Pants_Short_Tiger_H
1299,EQUIP_Skirt_Long_Tiger_H
1300,EQUIP_Skirt_Short_Tiger_H
1301,EQUIP_Helm_Tiger_H
1302,EQUIP_Collar_Tiger_H
1303,EQUIP_Chest_Turtle_H_M
1304,EQUIP_Chest_Turtle_H_F
1305,EQUIP_Pants_Long_Turtle_H
1306,EQUIP_Helm_Turtle_H
1307,EQUIP_Bracers_Turtle_H
1308,Gorilla_Giant
1309,Baby_Tiger
1400,Dino_Trex
1401,Turanchula_Mount
1402,Myrmidex_Drone
1403,Myrmidex_Warrior
1404,Myrmidex_Queen
1405,DrSpector
1406,Golem_Aztec
1407,Horse_Unicorn_RB
1408,Horse_Palimino
1409,Dragon_Hildebrandt
1410,Canine_Windrunner
1411,EQUIP_Dress_Wedding
1412,EQUIP_Hat_TopHat
1413,EQUIP_Shirt_Tux
1414,EQUIP_Pants_Wedding
1415,Dino_Triceratops
1415,Triceratops
1416,Tiger_Sabertooth
1416,Sabertoothed Tiger
1417,Dragon_Small_Platinum
1417,Platinum Drake
1418,Dragon_Ele_Platinum
1418,Platinum Drake
1419,Dragon_Small_Crimson
1419,Crimson Drake
1420,Dragon_Ele_Crimson
1420,Crimson Drake
1421,Dragon_Small_Stygian
1422,Dragon_Ele_Stygian
1422,Stygian Drake
1423,Fox_Small
1423,Blood Fox
1424,Beetle_Rhino
1424,Frost Mite
1425,Goat_Necromancer
1425,Ossein Ram
1426,Lion
1426,Lion
1427,Titan_Water_Tentacle
1428,JackintheBox
1429,Haunted_Vale
1430,Hat_Wed_Haunted
1431,Titan_Earth_Head
1432,Titan_Air_Whirlwind
1433,Titan_Fire_Demon
1434,Dragon_Asian_Mount
1435,EQUIP_Robe_Store_M01
1436,EQUIP_Robe_Store_F01
1437,EQUIP_Robe_Store_M02
1438,EQUIP_Robe_Store_F02
1439,EQUIP_Robe_Store_M03
1440,Bird_Peacock_Mount
1441,Tiger_Undead_Mount
1442,EQUIP_Robe_Store_F03
1443,EQUIP_Robe_Store_M04
1444,EQUIP_Robe_Store_F04
1445,EQUIP_Robe_Store_M05
1446,EQUIP_Robe_Store_F05
1447,EQUIP_Male_H_Hair
1448,EQUIP_Male_H_Hair
1449,EQUIP_Male_H_Hair
1450,EQUIP_Male_H_Hair
1451,EQUIP_Male_H_Beard
1452,EQUIP_Male_H_Beard
1453,EQUIP_Male_H_Beard
1454,EQUIP_Male_H_Beard
1455,EQUIP_Female_H_Hair
1456,EQUIP_Female_H_Hair
1457,EQUIP_Female_H_Hair
1458,EQUIP_Female_H_Hair
1459,EQUIP_Male_E_Hair
1460,EQUIP_Male_E_Hair
1461,EQUIP_Male_E_Hair
1462,EQUIP_Male_E_Hair
1463,EQUIP_Female_E_Hair
1464,EQUIP_Female_E_Hair
1465,EQUIP_Female_E_Hair
1466,EQUIP_Female_E_Hair
1467,EQUIP_Male_G_Horns
1468,EQUIP_Male_G_Horns
1469,EQUIP_Male_G_Horns
1470,EQUIP_Male_G_Horns
1471,EQUIP_Male_G_Beard_Horns
1472,EQUIP_Male_G_Beard_Horns
1473,EQUIP_Male_G_Beard_Horns
1474,EQUIP_Male_G_Beard_Horns
1475,EQUIP_Female_G_Horns
1476,EQUIP_Female_G_Horns
1477,EQUIP_Female_G_Horns
1478,EQUIP_Female_G_Horns
1479,Khal_Ankur
1480,EQUIP_Male_H_Mask_Khal_Ankur
1481,EQUIP_Female_H_Mask_Khal_Ankur
1482,EQUIP_Male_G_Necklace_Khal_Ankur
1483,EQUIP_Female_G_Necklace_Khal_Ankur
1484,Krumpus
1485,Krumpus Imp
1486,EQUIP_Whip_1H_Blunt
1488,EQUIP_Gargoyle_Whip_1H_Blunt
1490,EQUIP_Whip_1H_Pierce
1492,EQUIP_Gargoyle_Whip_1H_Pierce
1494,EQUIP_Whip_1H_Slash
1496,EQUIP_Gargoyle_Whip_1H_Slash
1498,EQUIP_Male_Boots_Holiday
1499,EQUIP_Female_Boots_Holiday
1500,EQUIP_Male_Hat_Santa
1501,EQUIP_Female_Hat_Santa
1502,GARGOYLE_Talons_Holiday_Male
1503,GARGOYLE_Talons_Holiday_Female
1504,Gargoyle Earrings - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL - Male - Holiday
1505,Gargoyle Earrings - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL - Female - Holiday
1506,EQUIP_H_Male_Parrot_Epaulets
1507,EQUIP_H_Female_Parrot_Epaulets
1508,Gargoyle_Male_Parrot_Epaulets - NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1509,Gargoyle_Female_Parrot_Epaulets- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1510,Crab_Coconut_Mount
1511,Crab_Coconut_Small
1511,Hungry Coconut Crab
1512,Crab_Coconut_Large
1513,EQUIP_Helm_Pumpkin
1515,EQUIP_Bottle_1H
1516,EQUIP_Neck_Mempo
1517,EQUIP_Belt_Mace
1518,EQUIP_Hood_Assassin
1519,EQUIP_Belt_Sword
1520,EQUIP_Hood_Mage
1521,EQUIP_Belt_Dagger
1522,EQUIP_Tabbard
1523,EQUIP_Cloak_Quarter
1524,EQUIP_Hat_Bake_Kitsune
1525,EQUIP_Tabbard_Gargoyle
1526,War_Boar_Mount
1527,Capybara_Mount
1528,Capybara_Baby
1529,EQUIP_Shield_Pirate_Male_H
1530,EQUIP_Shield_Pirate_Female_H
1531,Equip_Shield_Pirate_Male_G
1532,Equip_Shield_Pirate_Female_G
1533,Equip_Sash_H_Empty NL
1534,Equip_Sash_H_1thirdfull NL
1535,Equip_Sash_H_2thirdfull NL
1536,Equip_Sash_H_Full NL
1537,Equip_Sash_G_Empty NL
1538,Equip_Sash_G_1thirdfull NL
1539,Equip_Sash_G_2thirdfull NL
1540,Equip_Sash_G_Full NL
1541,Rabbit_Doom
1542,Rabbit_Doom_Baby
1543,Weapon_Wand_H
1544,EQUIP_Lantern_H_On
1545,EQUIP_Lantern_H_Off
1546,Dog_Newfoundland
1547,Dog_Alaskan_Malamute
1548,Dog_Great_Dane
1549,Dog_Saint_Bernard
1550,EQUIP_Orb_H
1551,Dog_Black_Russian_terrier
1552,Dog_Rottweiler
1553,Manticore
1554,WEAPON_Staff_Candycane_H
1555,WEAPON_Staff_Candycane_G
1556,EQUIP_Armor_Gloves_Leather_Arcane NL
1557,EQUIP_Armor_Arms_Leather_Arcane NL
1558,EQUIP_Armor_Legs_Leather_Arcane NL
1559,EQUIP_Armor_Jacket_Leather_Arcane_Male NL
1560,EQUIP_Armor_Jacket_Leather_Arcane_Female NL
1561,EQUIP_Armor_Helmet_Ringmail NL
1562,EQUIP_Armor_Helmet_Leather_Studded NL
1563,EQUIP_Armor_Gloves_Chainmail NL
1564,EQUIP_Armor_Arms_Chainmail NL
1565,EQUIP_Belt_Demon_H
1566,EQUIP_Belt_Demon_G
1567,Weapon_Wand_Garg
1568,EQUIP_Lantern_Garg_On
1569,EQUIP_Lantern_Garg_Off
1570,EQUIP_Orb_Garg
1571,EQUIP_Shield_Hildebrandt_H
1572,EQUIP_Shield_Hildebrandt_G
1573,Manticore_L
1574,PotatoSack
1575,Orc_Boss
1576,Orc_HellHound
1577,Closed_Helmet_Air
1578,Platemail_Gorget_Air
1579,Platemail_Arms_Air
1580,Platemail_Gloves_Air
1581,Platemail_Chest_Air
1582,Platemail_Legs_Air
1583,Cloak_Air
1584,Warhammer_Air
1585,Warfork_Air
1586,Kite_Shield_Air
1587,Amulet_G_Air
1588,Chest_G_Air
1589,Legs_G_Air
1590,Kilt_G_Air
1591,Arms_G_Air
1592,Closed_Helmet_Water
1593,Platemail_Gorget_Water
1594,Platemail_Arms_Water
1595,Platemail_Gloves_Water
1596,Platemail_Chest_Water
1597,Platemail_Legs_Water
1598,Cloak_Water
1599,Warhammer_Water
1600,Warfork_Water
1601,Kite_Shield_Water
1602,Amulet_G_Water
1603,Chest_G_Water
1604,Legs_G_Water
1605,Kilt_G_Water
1606,Arms_G_Water
1607,Closed_Helmet_Earth
1608,Platemail_Gorget_Earth
1609,Platemail_Arms_Earth
1610,Platemail_Gloves_Earth
1611,Platemail_Chest_Earth
1612,Platemail_Legs_Earth
1613,Cloak_Earth
1614,Warhammer_Earth
1615,Warfork_Earth
1616,Kite_Shield_Earth
1617,Amulet_G_Earth
1618,Chest_G_Earth
1619,Legs_G_Earth
1620,Kilt_G_Earth
1621,Arms_G_Earth
1622,Closed_Helmet_Fire
1623,Platemail_Gorget_Fire
1624,Platemail_Arms_Fire
1625,Platemail_Gloves_Fire
1626,Platemail_Chest_Fire
1627,Platemail_Legs_Fire
1628,Cloak_Fire
1629,Warhammer_Fire
1630,Warfork_Fire
1631,Kite_Shield_Fire
1632,Amulet_G_Fire
1633,Chest_G_Fire
1634,Legs_G_Fire
1635,Kilt_G_Fire
1636,Arms_G_Fire
1637,Reagent_Belt
1638,Bear_Zombie
1639,Backpack
1641,UOholder_Melee
1642,UOholder_Magic
1643,UOholder_Slug
1644,Chula_Large
1645,Chula_Small
1646,Corrupted_Tree
1647,Gargoyle_Shield_Air
1648,Gargoyle_Shield_Water
1649,Gargoyle_Shield_Earth
1650,Gargoyle_Shield_Fire
1651,Horse_Clydesdale
1652,Horse_Elemental_Earth
1653,Horse_Elemental_Fire
1654,Human_Corsage- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1655,Garg_Corsage- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1656,Horse_Elemental_Water
1657,Horse_Elemental_Air
1659,Human_Victor Blackthorn Tabard- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1660,Garg_Victor Blackthorn Tabard- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1661,Victor Blackthorn Shield- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1662,Garg_Victor Blackthorn Shield- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1663,Holiday Sash Santa- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1664,Garg_Holiday Sash Santa- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1665,Holiday Sash Snowflake- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1666,Garg_Holiday Sash Snowflake- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1667,Holiday Sash Garland- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1668,Garg_Holiday Sash Garland- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1669,Shamrock_Medallion- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1670,Garg_Shamrock_Medallion- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1671,Robe_Dragon_H
1672,Robe_Dragon_G
1673,Dress_Dragon_H
1674,Dress_Dragon_G
1675,Dragon_Helm_H
1676,Dragon_Chest_H
1677,Dragon_Arms_H
1678,Dragon_Legs_H
1679,Dragon_Hands_H
1680,Dragon_Neck_H
1681,Mushroom_Hat_H
1682,Mushroom_Earrings_G- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1693,Tachi- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1694,Escrima- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1695,Bo- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1696,Yari- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1697,Tanto- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1698,Tanto_G- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1699,Otsuchi_G- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
1700,Bokuto_G- NO ANIMATION - PLACEHOLDER FOR PAPERDOLL
